,Magazijn_LN,artikel_nr,Mutatiesoort,Beweging,Totaal_gewicht,Stuk_gewicht,Date_Time,buchungs_nr,bewegungsart,Voorraad na mutatie,Code_voorraadmutatie
15136,EZDS,32774,,Minusbestand durch Zugang aufgelöst,153.203,153.203,2023-07-09 22:12:02,19737904,402,0.0,0.0
15137,EZDS,32774,,Lager an Lager,846.797,846.797,2023-07-09 22:12:02,19737904,300,0.0,0.0
15138,EZMV,11176,,Zugang,825.0,33.0,2023-07-09 22:16:47,19737991,100,0.0,0.0
15139,EZDS,11176,,Lager an Lager,825.0,33.0,2023-07-09 22:16:49,19737993,300,0.0,0.0
15140,EZMV,11176,,Lager an Lager,-825.0,-33.0,2023-07-09 22:16:49,19737993,300,0.0,0.0
15141,EZMV,60045,,Abgang reserviert,-1.178,-1.178,2023-07-09 22:18:13,19738016,202,0.0,0.0
15142,EZDS,32774,,Abgang,-352.537,-352.537,2023-07-09 22:18:41,19738040,200,0.0,0.0
15143,EZMV,60045,,Lager an Lager,4.753,4.753,2023-07-09 22:25:14,19738159,300,0.0,0.0
15144,EZMV,60045,,Lager an Lager,-4.753,-4.753,2023-07-09 22:25:14,19738159,300,0.0,0.0
15145,EZMV,60045,,Mengenauflösung reserv./geplant,1.178,1.178,2023-07-09 22:25:14,19738159,408,0.0,0.0
15146,EZDS,11176,,Abgang,-361.328,-361.328,2023-07-09 22:29:36,19738203,200,0.0,0.0
15147,EZDS,32774,5.0,Abgang,-40.481,-40.481,2023-07-09 22:33:59,19738263,200,0.0,0.0
15148,EZDS,67451,5.0,Abgang,-40.407,-40.407,2023-07-09 22:34:07,19738264,200,0.0,0.0
15149,EZDS,65248,5.0,Abgang,-71.018,-71.018,2023-07-09 22:34:07,19738265,200,0.0,0.0
15150,EZDS,11176,,Lager an Lager,-825.0,-33.0,2023-07-09 22:52:47,19738526,300,0.0,0.0
15151,EZDS,11176,,Lager an Lager,825.0,33.0,2023-07-09 22:52:50,19738528,300,0.0,0.0
15152,EZDS,35298,5.0,Abgang,-278.777,-278.777,2023-07-09 22:56:17,19738582,200,0.0,0.0
15153,EZSI,60075,,Lager an Lager,-87.0,-87.0,2023-07-09 22:56:51,19738590,300,0.0,0.0
15154,EZDS,66625,,Abgang,-427.559,-427.559,2023-07-09 22:56:59,19738594,200,0.0,0.0
15155,EZDS,11176,,Lager an Lager,-825.0,-33.0,2023-07-09 22:57:44,19738597,300,0.0,0.0
15156,EZDS,11176,,Lager an Lager,825.0,825.0,2023-07-09 22:57:52,19738598,300,0.0,0.0
15157,EZDS,66625,,Abgang,-262.587,-262.587,2023-07-09 23:04:44,19738762,200,0.0,0.0
15158,EZDS,35298,,Abgang,-345.041,-345.041,2023-07-09 23:11:15,19738858,200,0.0,0.0
15159,EZDS,35298,,Abgang,-84.282,-84.282,2023-07-09 23:13:24,19738890,200,0.0,0.0
15160,EZDS,35298,5.0,Abgang,-315.463,-315.463,2023-07-09 23:17:02,19738959,200,0.0,0.0
15161,EZMV,32774,,Zugang,1000.0,40.0,2023-07-09 23:26:22,19739130,100,0.0,0.0
15162,EZMV,32774,,Lager an Lager,-1000.0,-40.0,2023-07-09 23:26:24,19739132,300,0.0,0.0
15163,EZDS,32774,,Lager an Lager,1000.0,40.0,2023-07-09 23:26:24,19739132,300,0.0,0.0
15164,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-09 23:37:49,19739256,300,0.0,0.0
15165,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-09 23:37:58,19739261,300,0.0,0.0
15166,EZMV,67451,,Zugang,400.0,400.0,2023-07-09 23:42:40,19739300,100,0.0,0.0
15167,EZMV,67451,,Lager an Lager,-400.0,-400.0,2023-07-09 23:42:43,19739303,300,0.0,0.0
15168,EZDS,67451,,Lager an Lager,400.0,400.0,2023-07-09 23:42:43,19739303,300,0.0,0.0
15169,EZMV,60045,,Abgang,-1.16,-1.16,2023-07-09 23:46:01,19739327,200,0.0,0.0
15170,EZMV,60045,,Zugang,1.16,1.16,2023-07-09 23:46:01,19739328,100,0.0,0.0
15171,EZMV,60045,,Abgang reserviert,-1.178,-1.178,2023-07-09 23:48:15,19739355,202,0.0,0.0
15172,EZMV,60045,,Lager an Lager,-3.593,-3.593,2023-07-09 23:48:42,19739395,300,0.0,0.0
15173,EZMV,60045,,Lager an Lager,3.593,3.593,2023-07-09 23:48:42,19739395,300,0.0,0.0
15174,EZMV,60045,,Lager an Lager,1.16,1.16,2023-07-09 23:52:48,19739445,300,0.0,0.0
15175,EZMV,60045,,Lager an Lager,-1.16,-1.16,2023-07-09 23:52:48,19739445,300,0.0,0.0
15176,EZMV,60045,,Lager an Lager,18.941,18.941,2023-07-09 23:53:09,19739449,300,0.0,0.0
15177,EZMV,60045,,Lager an Lager,-18.941,-18.941,2023-07-09 23:53:09,19739449,300,0.0,0.0
15178,EZMV,60045,,Mengenauflösung reserv./geplant,1.178,1.178,2023-07-09 23:53:09,19739449,408,0.0,0.0
15179,EZMV,60045,,Abgang,-1.16,-1.16,2023-07-09 23:57:04,19739505,200,0.0,0.0
15180,EZMV,60045,,Zugang,1.16,1.16,2023-07-09 23:57:04,19739508,100,0.0,0.0
15181,EZMV,60045,,Lager an Lager,17.781,17.781,2023-07-10 00:00:04,19739545,300,0.0,0.0
15182,EZMV,60045,,Lager an Lager,-17.781,-17.781,2023-07-10 00:00:04,19739545,300,0.0,0.0
15183,EZMV,60045,,Lager an Lager,1.16,1.16,2023-07-10 00:01:15,19739552,300,0.0,0.0
15184,EZMV,60045,5.0,Lager an Lager,-1.16,-1.16,2023-07-10 00:01:15,19739552,300,0.0,0.0
15185,EZDS,66625,3.0,Lager an Lager,800.0,800.0,2023-07-10 00:09:19,19739614,300,0.0,0.0
15186,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 00:10:27,19739625,300,0.0,0.0
15187,EZDS,56420,,Lager an Lager,400.0,400.0,2023-07-10 00:10:35,19739626,300,0.0,0.0
15188,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 00:12:04,19739645,300,0.0,0.0
15189,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 00:12:08,19739649,300,0.0,0.0
15190,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 00:12:26,19739654,300,0.0,0.0
15191,EZDS,56420,,Lager an Lager,400.0,400.0,2023-07-10 00:12:31,19739659,300,0.0,0.0
15192,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 00:13:00,19739675,300,0.0,0.0
15193,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 00:13:03,19739677,300,0.0,0.0
15194,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 00:13:14,19739679,300,0.0,0.0
15195,EZDS,56420,,Lager an Lager,400.0,400.0,2023-07-10 00:13:24,19739685,300,0.0,0.0
15196,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 00:14:57,19739704,300,0.0,0.0
15197,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 00:15:00,19739706,300,0.0,0.0
15198,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 00:15:21,19739710,300,0.0,0.0
15199,EZDS,56420,,Lager an Lager,400.0,400.0,2023-07-10 00:15:28,19739711,300,0.0,0.0
15200,EZSI,60075,,Lager an Lager,-131.0,-131.0,2023-07-10 00:16:04,19739725,300,0.0,0.0
15201,EZDS,61957,5.0,Abgang,-342.048,-342.048,2023-07-10 00:26:05,19739844,200,0.0,0.0
15202,EZDS,56420,,Abgang,-353.321,-353.321,2023-07-10 00:27:42,19739856,200,0.0,0.0
15203,EZDS,64305,5.0,Abgang,-48.671,-48.671,2023-07-10 00:29:21,19739861,200,0.0,0.0
15204,EZDS,66689,,Abgang,-355.362,-355.362,2023-07-10 00:34:52,19739918,200,0.0,0.0
15205,EZSI,60075,,Lager an Lager,-112.0,-112.0,2023-07-10 00:35:14,19739921,300,0.0,0.0
15206,EZDS,64305,5.0,Abgang,-22.933,-22.933,2023-07-10 00:36:06,19739933,200,0.0,0.0
15207,EZDS,56420,,Abgang,-249.242,-249.242,2023-07-10 00:39:00,19739968,200,0.0,0.0
15208,EZSI,60227,,Lager an Lager,-256.0,-256.0,2023-07-10 00:39:56,19739982,300,0.0,0.0
15209,EZDS,65248,5.0,Abgang,-74.097,-74.097,2023-07-10 00:42:11,19740006,200,0.0,0.0
15210,EZDS,56420,5.0,Abgang,-311.169,-311.169,2023-07-10 00:44:12,19740023,200,0.0,0.0
15211,EZDS,11176,5.0,Abgang,-309.608,-309.608,2023-07-10 00:44:14,19740024,200,0.0,0.0
15212,EZDS,66689,,Abgang,-193.425,-193.425,2023-07-10 00:53:50,19740145,200,0.0,0.0
15213,EZMV,35298,,Zugang,750.0,30.0,2023-07-10 00:55:35,19740161,100,0.0,0.0
15214,EZMV,35298,,Lager an Lager,-750.0,-30.0,2023-07-10 00:55:37,19740162,300,0.0,0.0
15215,EZDS,35298,,Lager an Lager,750.0,30.0,2023-07-10 00:55:37,19740162,300,0.0,0.0
15216,EZDS,56420,,Abgang,-353.433,-353.433,2023-07-10 00:57:29,19740176,200,0.0,0.0
15217,EZMV,56420,,Zugang,400.0,16.0,2023-07-10 00:58:16,19740192,100,0.0,0.0
15218,EZMV,56420,,Lager an Lager,-400.0,-16.0,2023-07-10 00:58:18,19740193,300,0.0,0.0
15219,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 00:58:18,19740193,300,0.0,0.0
15220,EZDS,66689,,Lager an Lager,750.0,750.0,2023-07-10 01:00:51,19740220,300,0.0,0.0
15221,EZDS,56420,,Abgang,-353.443,-353.443,2023-07-10 01:02:53,19740251,200,0.0,0.0
15222,EZMV,56420,,Zugang,400.0,16.0,2023-07-10 01:03:28,19740258,100,0.0,0.0
15223,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 01:03:31,19740259,300,0.0,0.0
15224,EZMV,56420,,Lager an Lager,-400.0,-16.0,2023-07-10 01:03:31,19740259,300,0.0,0.0
15225,EZDS,56420,,Abgang,-83.852,-83.852,2023-07-10 01:04:23,19740267,200,0.0,0.0
15226,EZDS,60046,5.0,Lager an Lager,-500.0,-25.0,2023-07-10 01:34:01,19740407,300,0.0,0.0
15227,EZDS,60046,3.0,Lager an Lager,500.0,25.0,2023-07-10 01:34:03,19740409,300,0.0,0.0
15228,EZDS,64305,,Lager an Lager,-600.0,-24.0,2023-07-10 01:34:16,19740411,300,0.0,0.0
15229,EZDS,64305,,Lager an Lager,600.0,24.0,2023-07-10 01:34:21,19740413,300,0.0,0.0
15230,EZDS,66625,,Lager an Lager,-800.0,-800.0,2023-07-10 01:42:18,19740442,300,0.0,0.0
15231,EZDS,66625,3.0,Lager an Lager,800.0,800.0,2023-07-10 01:42:20,19740444,300,0.0,0.0
15232,EZDS,23889,,Lager an Lager,-800.0,-32.0,2023-07-10 01:53:24,19740548,300,0.0,0.0
15233,EZDS,23889,3.0,Lager an Lager,800.0,32.0,2023-07-10 01:53:27,19740550,300,0.0,0.0
15234,EZDS,65248,,Lager an Lager,-600.0,-600.0,2023-07-10 01:53:47,19740552,300,0.0,0.0
15235,EZDS,65248,,Lager an Lager,600.0,600.0,2023-07-10 01:54:02,19740556,300,0.0,0.0
15236,EZDS,61957,,Lager an Lager,-950.0,-950.0,2023-07-10 01:54:16,19740558,300,0.0,0.0
15237,EZDS,61957,3.0,Lager an Lager,950.0,950.0,2023-07-10 01:54:19,19740560,300,0.0,0.0
15238,EZSI,60075,5.0,Abgang,-1113.621,-1113.621,2023-07-10 02:02:08,19740591,200,0.0,0.0
15239,EZSI,60227,5.0,Abgang,-763.661,-763.661,2023-07-10 02:14:02,19740641,200,0.0,0.0
15240,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 02:38:04,19740887,300,0.0,0.0
15241,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 02:38:24,19740890,300,0.0,0.0
15242,EZMV,56420,,Zugang,400.0,16.0,2023-07-10 02:44:36,19740926,100,0.0,0.0
15243,EZMV,56420,,Lager an Lager,-400.0,-16.0,2023-07-10 02:44:39,19740927,300,0.0,0.0
15244,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 02:44:39,19740927,300,0.0,0.0
15245,EZDS,11176,,Lager an Lager,-825.0,-33.0,2023-07-10 02:45:53,19740935,300,0.0,0.0
15246,EZDS,11176,,Lager an Lager,825.0,33.0,2023-07-10 02:46:00,19740939,300,0.0,0.0
15247,EZMV,56420,,Zugang,400.0,16.0,2023-07-10 02:47:19,19740951,100,0.0,0.0
15248,EZMV,56420,,Lager an Lager,-400.0,-16.0,2023-07-10 02:47:21,19740952,300,0.0,0.0
15249,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 02:47:21,19740952,300,0.0,0.0
15250,EZDS,66689,5.0,Lager an Lager,-750.0,-750.0,2023-07-10 02:49:11,19740960,300,0.0,0.0
15251,EZDS,66689,,Lager an Lager,750.0,750.0,2023-07-10 02:49:30,19740964,300,0.0,0.0
15252,EZDS,10758,,Lager an Lager,-975.0,-39.0,2023-07-10 02:56:46,19741002,300,0.0,0.0
15253,EZDS,10758,3.0,Lager an Lager,975.0,39.0,2023-07-10 02:56:56,19741004,300,0.0,0.0
15254,EZDS,32774,,Lager an Lager,-1000.0,-40.0,2023-07-10 03:00:55,19741037,300,0.0,0.0
15255,EZDS,32774,,Lager an Lager,1000.0,40.0,2023-07-10 03:01:06,19741041,300,0.0,0.0
15256,EZDS,65248,,Lager an Lager,-600.0,-600.0,2023-07-10 03:07:01,19741107,300,0.0,0.0
15257,EZDS,65248,,Lager an Lager,600.0,600.0,2023-07-10 03:07:04,19741109,300,0.0,0.0
15258,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 03:21:18,19741207,300,0.0,0.0
15259,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 03:21:33,19741209,300,0.0,0.0
15260,EZDS,60046,5.0,Lager an Lager,-500.0,-25.0,2023-07-10 03:24:52,19741229,300,0.0,0.0
15261,EZDS,60046,3.0,Lager an Lager,500.0,25.0,2023-07-10 03:24:58,19741231,300,0.0,0.0
15262,EZDS,60049,5.0,Abgang,-6.404,-6.404,2023-07-10 03:44:36,19741403,200,0.0,0.0
15263,EZDS,60045,5.0,Abgang,-25.646,-25.646,2023-07-10 03:44:47,19741406,200,0.0,0.0
15264,EZDS,65248,5.0,Abgang,-64.36,-64.36,2023-07-10 03:44:59,19741407,200,0.0,0.0
15265,EZSI,60075,,Lager an Lager,-193.0,-193.0,2023-07-10 03:48:34,19741442,300,0.0,0.0
15266,EZDS,62161,5.0,Abgang,-145.435,-145.435,2023-07-10 03:56:51,19741588,200,0.0,0.0
15267,EZDS,65248,5.0,Abgang,-18.399,-18.399,2023-07-10 03:57:19,19741589,200,0.0,0.0
15268,EZSI,60075,,Lager an Lager,-477.0,-477.0,2023-07-10 04:02:49,19741619,300,0.0,0.0
15269,EZDS,35298,,Lager an Lager,-750.0,-30.0,2023-07-10 04:13:42,19741647,300,0.0,0.0
15270,EZDS,35298,,Minusbestand durch Zugang aufgelöst,1279.841,1279.841,2023-07-10 04:13:49,19741648,402,0.0,0.0
15271,EZDS,35298,,Lager an Lager,-529.841,-529.841,2023-07-10 04:13:49,19741648,300,0.0,0.0
15272,EZDS,35298,5.0,Abgang,-256.919,-256.919,2023-07-10 04:16:33,19741665,200,0.0,0.0
15273,EZDS,60046,,Abgang,-301.2,-301.2,2023-07-10 04:24:17,19741802,200,0.0,0.0
15274,EZSI,60075,,Lager an Lager,-779.0,-779.0,2023-07-10 04:31:42,19741893,300,0.0,0.0
15275,EZDS,66689,5.0,Lager an Lager,-750.0,-750.0,2023-07-10 04:39:41,19741925,300,0.0,0.0
15276,EZDS,66689,,Lager an Lager,750.0,750.0,2023-07-10 04:39:47,19741926,300,0.0,0.0
15277,EZDS,65248,5.0,Abgang,-195.705,-195.705,2023-07-10 04:44:52,19741977,200,0.0,0.0
15278,EZDS,60046,,Abgang,-72.769,-72.769,2023-07-10 04:48:49,19742050,200,0.0,0.0
15279,EZDS,60046,5.0,Abgang,-144.68,-144.68,2023-07-10 04:51:10,19742089,200,0.0,0.0
15280,EZDS,11176,5.0,Abgang,-189.969,-189.969,2023-07-10 05:00:38,19742248,200,0.0,0.0
15281,EZDS,10758,,Abgang,-391.225,-391.225,2023-07-10 05:02:37,19742275,200,0.0,0.0
15282,EZDS,61957,5.0,Abgang,-343.232,-343.232,2023-07-10 05:07:19,19742338,200,0.0,0.0
15283,EZSI,60075,5.0,Abgang,-1111.782,-1111.782,2023-07-10 05:14:27,19742423,200,0.0,0.0
15284,EZDS,64305,5.0,Abgang,-48.745,-48.745,2023-07-10 05:15:07,19742432,200,0.0,0.0
15285,EZMV,60046,,Zugang,500.0,25.0,2023-07-10 05:18:42,19742465,100,0.0,0.0
15286,EZDS,60046,3.0,Lager an Lager,500.0,25.0,2023-07-10 05:18:44,19742466,300,0.0,0.0
15287,EZMV,60046,,Lager an Lager,-500.0,-25.0,2023-07-10 05:18:44,19742466,300,0.0,0.0
15288,EZMV,35298,,Zugang,750.0,30.0,2023-07-10 05:19:01,19742473,100,0.0,0.0
15289,EZMV,35298,,Lager an Lager,-750.0,-30.0,2023-07-10 05:19:04,19742474,300,0.0,0.0
15290,EZDS,35298,,Lager an Lager,750.0,30.0,2023-07-10 05:19:04,19742474,300,0.0,0.0
15291,EZDS,10758,,Abgang,-384.223,-384.223,2023-07-10 05:21:33,19742490,200,0.0,0.0
15292,EZSI,60227,5.0,Abgang,-762.681,-762.681,2023-07-10 05:28:15,19742566,200,0.0,0.0
15293,EZDS,11176,,Abgang,-373.28,-373.28,2023-07-10 05:28:44,19742575,200,0.0,0.0
15294,EZDS,61957,3.0,Lager an Lager,950.0,950.0,2023-07-10 05:46:00,19742671,300,0.0,0.0
15295,EZMV,10758,,Zugang,975.0,39.0,2023-07-10 05:48:02,19742686,100,0.0,0.0
15296,EZMV,10758,,Lager an Lager,-975.0,-39.0,2023-07-10 05:48:04,19742687,300,0.0,0.0
15297,EZDS,10758,3.0,Lager an Lager,975.0,39.0,2023-07-10 05:48:04,19742687,300,0.0,0.0
15298,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 06:15:50,19742747,300,0.0,0.0
15299,EZMV,11176,,Zugang,825.0,33.0,2023-07-10 06:18:07,19742748,100,0.0,0.0
15300,EZDS,11176,,Lager an Lager,825.0,33.0,2023-07-10 06:18:09,19742749,300,0.0,0.0
15301,EZMV,11176,,Lager an Lager,-825.0,-33.0,2023-07-10 06:18:09,19742749,300,0.0,0.0
15302,EZDS,56420,,Lager an Lager,332.667,332.667,2023-07-10 06:18:46,19742751,300,0.0,0.0
15303,EZDS,56420,,Minusbestand durch Zugang aufgelöst,67.333,67.333,2023-07-10 06:18:46,19742751,402,0.0,0.0
15304,EZDS,56420,,Abgang,-354.52,-354.52,2023-07-10 06:25:11,19742757,200,0.0,0.0
15305,EZMV,60045,,Abgang reserviert,-1.178,-1.178,2023-07-10 06:40:29,19742805,202,0.0,0.0
15306,EZDS,56420,,Abgang,-248.558,-248.558,2023-07-10 06:42:17,19742818,200,0.0,0.0
15307,EZMV,56420,,Zugang,400.0,16.0,2023-07-10 06:46:42,19742833,100,0.0,0.0
15308,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 06:46:45,19742834,300,0.0,0.0
15309,EZMV,56420,,Lager an Lager,-400.0,-16.0,2023-07-10 06:46:45,19742834,300,0.0,0.0
15310,EZDS,11176,,Abgang,-89.907,-89.907,2023-07-10 06:48:21,19742840,200,0.0,0.0
15311,EZMV,56420,,Zugang,400.0,16.0,2023-07-10 06:48:30,19742843,100,0.0,0.0
15312,EZMV,56420,,Lager an Lager,-400.0,-16.0,2023-07-10 06:48:33,19742846,300,0.0,0.0
15313,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 06:48:33,19742846,300,0.0,0.0
15314,EZMV,60045,,Lager an Lager,3.593,3.593,2023-07-10 06:53:33,19742858,300,0.0,0.0
15315,EZMV,60045,,Mengenauflösung reserv./geplant,1.178,1.178,2023-07-10 06:53:33,19742858,408,0.0,0.0
15316,EZMV,60045,,Lager an Lager,-3.593,-3.593,2023-07-10 06:53:33,19742858,300,0.0,0.0
15317,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 07:01:06,19742866,300,0.0,0.0
15318,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 07:03:25,19742870,300,0.0,0.0
15319,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 07:03:51,19742872,300,0.0,0.0
15320,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 07:03:53,19742873,300,0.0,0.0
15321,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 07:04:58,19742875,300,0.0,0.0
15322,EZDS,56420,,Lager an Lager,129.589,129.589,2023-07-10 07:05:41,19742876,300,0.0,0.0
15323,EZDS,56420,,Minusbestand durch Zugang aufgelöst,270.411,270.411,2023-07-10 07:05:41,19742876,402,0.0,0.0
15324,EZDS,56420,5.0,Abgang,-310.886,-310.886,2023-07-10 07:17:34,19742895,200,0.0,0.0
15325,EZDS,65248,,Lager an Lager,-600.0,-600.0,2023-07-10 07:24:57,19742919,300,0.0,0.0
15326,EZDS,65248,,Lager an Lager,600.0,600.0,2023-07-10 07:26:52,19742927,300,0.0,0.0
15327,EZMV,60045,,Abgang,-1.17,-1.17,2023-07-10 07:27:47,19742934,200,0.0,0.0
15328,EZMV,60045,,Zugang,1.17,1.17,2023-07-10 07:27:47,19742935,100,0.0,0.0
15329,EZMV,60045,,Lager an Lager,2.423,2.423,2023-07-10 07:30:14,19742940,300,0.0,0.0
15330,EZMV,60045,,Lager an Lager,-2.423,-2.423,2023-07-10 07:30:14,19742940,300,0.0,0.0
15331,EZMV,60045,,Abgang reserviert,-1.178,-1.178,2023-07-10 07:32:18,19742953,202,0.0,0.0
15332,EZMV,60045,,Lager an Lager,-1.17,-1.17,2023-07-10 07:32:51,19742974,300,0.0,0.0
15333,EZMV,60045,,Lager an Lager,1.17,1.17,2023-07-10 07:32:51,19742974,300,0.0,0.0
15334,EZDS,11176,,Lager an Lager,-825.0,-33.0,2023-07-10 07:34:32,19742988,300,0.0,0.0
15335,EZDS,11176,,Lager an Lager,825.0,33.0,2023-07-10 07:34:35,19742990,300,0.0,0.0
15336,EZMV,60045,,Lager an Lager,-2.423,-2.423,2023-07-10 07:38:00,19743008,300,0.0,0.0
15337,EZMV,60045,,Lager an Lager,2.423,2.423,2023-07-10 07:38:00,19743008,300,0.0,0.0
15338,EZMV,60045,,Mengenauflösung reserv./geplant,1.178,1.178,2023-07-10 07:38:00,19743008,408,0.0,0.0
15339,EZDS,65248,5.0,Abgang,-73.717,-73.717,2023-07-10 07:38:15,19743010,200,0.0,0.0
15340,EZMV,60045,5.0,Abgang,-1.16,-1.16,2023-07-10 07:43:19,19743038,200,0.0,0.0
15341,EZMV,60045,,Zugang,1.16,1.16,2023-07-10 07:43:19,19743039,100,0.0,0.0
15342,EZMV,60045,,Lager an Lager,1.263,1.263,2023-07-10 07:45:55,19743052,300,0.0,0.0
15343,EZMV,60045,,Lager an Lager,-1.263,-1.263,2023-07-10 07:45:55,19743052,300,0.0,0.0
15344,EZMV,60045,,Lager an Lager,1.16,1.16,2023-07-10 07:48:03,19743060,300,0.0,0.0
15345,EZMV,60045,5.0,Lager an Lager,-1.16,-1.16,2023-07-10 07:48:03,19743060,300,0.0,0.0
15346,EZMV,60045,,Abgang reserviert,-1.178,-1.178,2023-07-10 07:51:47,19743081,202,0.0,0.0
15347,EZDS,11176,,Lager an Lager,-825.0,-33.0,2023-07-10 07:54:14,19743098,300,0.0,0.0
15348,EZDS,11176,,Lager an Lager,759.438,759.438,2023-07-10 07:54:29,19743101,300,0.0,0.0
15349,EZDS,11176,,Minusbestand durch Zugang aufgelöst,65.562,65.562,2023-07-10 07:54:29,19743101,402,0.0,0.0
15350,EZMV,60045,,Lager an Lager,1.263,1.263,2023-07-10 07:59:18,19743122,300,0.0,0.0
15351,EZMV,60045,,Mengenauflösung reserv./geplant,1.178,1.178,2023-07-10 07:59:18,19743122,408,0.0,0.0
15352,EZMV,60045,,Lager an Lager,-1.263,-1.263,2023-07-10 07:59:18,19743122,300,0.0,0.0
15353,EZDS,11176,5.0,Abgang,-309.112,-309.112,2023-07-10 08:02:20,19743161,200,0.0,0.0
15354,EZMV,60045,,Abgang,-1.17,-1.17,2023-07-10 08:19:07,19743194,200,0.0,0.0
15355,EZMV,60045,,Zugang,1.17,1.17,2023-07-10 08:19:07,19743195,100,0.0,0.0
15356,EZMV,60045,1.0,Lager an Lager,-0.093,-0.093,2023-07-10 08:19:17,19743199,300,0.0,0.0
15357,EZMV,60045,,Lager an Lager,1.17,1.17,2023-07-10 08:25:48,19743215,300,0.0,0.0
15358,EZMV,60045,,Lager an Lager,-1.17,-1.17,2023-07-10 08:25:48,19743215,300,0.0,0.0
15359,EZDS,66689,,Lager an Lager,750.0,750.0,2023-07-10 08:31:40,19743226,300,0.0,0.0
15360,EZMV,11176,,Zugang,825.0,33.0,2023-07-10 08:31:54,19743230,100,0.0,0.0
15361,EZMV,11176,,Lager an Lager,-825.0,-33.0,2023-07-10 08:31:56,19743231,300,0.0,0.0
15362,EZDS,11176,,Lager an Lager,825.0,33.0,2023-07-10 08:31:56,19743231,300,0.0,0.0
15363,EZMV,23889,,Zugang,800.0,32.0,2023-07-10 08:39:04,19743233,100,0.0,0.0
15364,EZDS,23889,3.0,Lager an Lager,800.0,32.0,2023-07-10 08:39:06,19743234,300,0.0,0.0
15365,EZMV,23889,,Lager an Lager,-800.0,-32.0,2023-07-10 08:39:06,19743234,300,0.0,0.0
15366,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 08:49:12,19743236,300,0.0,0.0
15367,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 08:49:14,19743238,300,0.0,0.0
15368,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 08:53:53,19743240,300,0.0,0.0
15369,EZDS,56420,,Minusbestand durch Zugang aufgelöst,181.297,181.297,2023-07-10 08:54:30,19743241,402,0.0,0.0
15370,EZDS,56420,,Lager an Lager,218.703,218.703,2023-07-10 08:54:30,19743241,300,0.0,0.0
15371,EZDS,56420,5.0,Abgang,-355.078,-355.078,2023-07-10 09:11:56,19743246,200,0.0,0.0
15372,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-07-10 09:19:37,19743247,300,0.0,0.0
15373,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 09:19:39,19743249,300,0.0,0.0
15374,EZMV,60045,1,Inventory Adjustment,-0.093,-0.093,2023-07-10 08:20:02,19743252,V,0.0,
15375,EZDS,56420,,Lager an Lager,263.625,263.625,2023-07-10 09:21:50,19743252,300,0.0,0.0
15376,EZDS,56420,,Minusbestand durch Zugang aufgelöst,136.375,136.375,2023-07-10 09:21:50,19743252,402,0.0,0.0
15377,EZMV,56420,,Zugang,400.0,16.0,2023-07-10 09:31:34,19743257,100,0.0,0.0
15378,EZDS,56420,,Lager an Lager,400.0,16.0,2023-07-10 09:31:36,19743258,300,0.0,0.0
15379,EZMV,56420,,Lager an Lager,-400.0,-16.0,2023-07-10 09:31:36,19743258,300,0.0,0.0
15380,EZDS,56420,,Abgang,-355.1,-355.1,2023-07-10 09:44:32,19743268,200,0.0,0.0
15381,EZMV,56420,,Zugang,400.0,16.0,2023-07-10 09:46:10,19743269,100,0.0,0.0
