,Magazijn_LN,artikel_nr,Mutatiesoort,Beweging,Totaal_gewicht,Stuk_gewicht,Date_Time,buchungs_nr,bewegungsart,Voorraad na mutatie,Code_voorraadmutatie
0,EZSI,59593,1,Inventory Adjustment,-11460.0,-11460.0,2023-06-12 11:56:05,19390637,V,0.0,
1,EZDS,65248,,Lager an Lager,-600.0,-600.0,2023-06-13 07:23:36,19390636,300,0.0,0.0
2,EZDS,65248,,Lager an Lager,600.0,600.0,2023-06-13 07:23:39,19390638,300,0.0,0.0
3,EZDS,65248,,Lager an Lager,-600.0,-600.0,2023-06-13 07:27:28,19390693,300,0.0,0.0
4,EZDS,65248,,Lager an Lager,600.0,600.0,2023-06-13 07:27:32,19390699,300,0.0,0.0
5,EZDS,65248,,Lager an Lager,-600.0,-600.0,2023-06-13 07:35:14,19390836,300,0.0,0.0
6,EZDS,65248,,Lager an Lager,600.0,600.0,2023-06-13 07:35:17,19390838,300,0.0,0.0
7,EZDS,66625,,Lager an Lager,800.0,800.0,2023-06-13 07:37:50,19390874,300,0.0,0.0
8,EZDS,67452,5.0,Lager an Lager,-400.0,-400.0,2023-06-13 07:47:40,19391038,300,0.0,0.0
9,EZDS,67452,,Lager an Lager,400.0,400.0,2023-06-13 07:47:43,19391040,300,0.0,0.0
10,EZDS,65248,,Lager an Lager,-600.0,-600.0,2023-06-13 07:52:09,19391112,300,0.0,0.0
11,EZDS,65248,,Lager an Lager,600.0,600.0,2023-06-13 07:52:20,19391113,300,0.0,0.0
12,EZDS,65248,5.0,Abgang,-30.555,-30.555,2023-06-13 07:54:54,19391165,200,0.0,0.0
13,EZDS,11176,5.0,Abgang,-42.364,-42.364,2023-06-13 07:55:04,19391169,200,0.0,0.0
14,EZDS,10758,5.0,Abgang,-186.244,-186.244,2023-06-13 07:55:47,19391178,200,0.0,0.0
15,EZDS,67451,5.0,Abgang,-55.988,-55.988,2023-06-13 07:58:36,19391234,200,0.0,0.0
16,EZDS,67452,5.0,Abgang,-90.466,-90.466,2023-06-13 07:59:07,19391244,200,0.0,0.0
17,EZDS,64305,5.0,Abgang,-120.246,-120.246,2023-06-13 08:01:07,19391311,200,0.0,0.0
18,EZDS,11176,5.0,Abgang,-136.132,-136.132,2023-06-13 08:05:13,19391384,200,0.0,0.0
19,EZMV,39912,,Lager an Lager,-16.739,-16.739,2023-06-13 08:06:06,19391395,300,0.0,0.0
20,EZMV,39912,,Mengenauflösung reserv./geplant,16.739,16.739,2023-06-13 08:06:06,19391395,408,0.0,0.0
21,EZMV,39912,,Lager an Lager,16.739,16.739,2023-06-13 08:06:06,19391395,300,0.0,0.0
22,EZMV,39912,,Lager an Lager,16.739,16.739,2023-06-13 08:06:32,19391403,300,0.0,0.0
23,EZMV,39912,,Lager an Lager,-16.739,-16.739,2023-06-13 08:06:32,19391403,300,0.0,0.0
24,EZMV,39912,,Lager an Lager,-17.87,-17.87,2023-06-13 08:06:42,19391408,300,0.0,0.0
25,EZMV,39912,,Lager an Lager,17.87,17.87,2023-06-13 08:06:42,19391408,300,0.0,0.0
26,EZMV,39912,,Mengenauflösung reserv./geplant,17.87,17.87,2023-06-13 08:06:42,19391408,408,0.0,0.0
27,EZMV,39912,,Lager an Lager,-16.739,-16.739,2023-06-13 08:06:46,19391412,300,0.0,0.0
28,EZMV,39912,,Lager an Lager,-17.87,-17.87,2023-06-13 08:06:52,19391417,300,0.0,0.0
29,EZMV,39912,,Lager an Lager,17.87,17.87,2023-06-13 08:06:52,19391417,300,0.0,0.0
30,EZMV,39912,,Lager an Lager,-17.87,-17.87,2023-06-13 08:06:58,19391422,300,0.0,0.0
31,EZMV,39912,,Lager an Lager,15.37,15.37,2023-06-13 08:07:19,19391429,300,0.0,0.0
32,EZMV,39912,,Lager an Lager,-15.37,-15.37,2023-06-13 08:07:19,19391429,300,0.0,0.0
33,EZMV,39912,,Lager an Lager,-15.37,-15.37,2023-06-13 08:07:28,19391438,300,0.0,0.0
34,EZMV,39912,,Lager an Lager,15.37,15.37,2023-06-13 08:07:28,19391438,300,0.0,0.0
35,EZMV,39912,,Lager an Lager,-15.37,-15.37,2023-06-13 08:07:41,19391443,300,0.0,0.0
36,EZSI,59595,,Lager an Lager,-280.0,-280.0,2023-06-13 08:08:31,19391457,300,0.0,0.0
37,EZMV,11176,,Zugang,825.0,33.0,2023-06-13 08:10:14,19391490,100,0.0,0.0
38,EZDS,11176,,Lager an Lager,825.0,33.0,2023-06-13 08:10:18,19391491,300,0.0,0.0
39,EZMV,11176,,Lager an Lager,-825.0,-33.0,2023-06-13 08:10:18,19391491,300,0.0,0.0
40,EZSI,59595,5.0,Abgang,-3774.756,-3774.756,2023-06-13 08:16:00,19391573,200,0.0,0.0
41,EZDS,60046,5.0,Lager an Lager,-500.0,-25.0,2023-06-13 08:16:21,19391578,300,0.0,0.0
42,EZSI,60075,5.0,Abgang,-205.034,-205.034,2023-06-13 08:20:31,19391636,200,0.0,0.0
43,EZDS,60049,5.0,Abgang,-19.196,-19.196,2023-06-13 08:20:55,19391643,200,0.0,0.0
44,EZDS,67451,5.0,Abgang,-99.187,-99.187,2023-06-13 08:22:04,19391660,200,0.0,0.0
45,EZDS,67452,5.0,Abgang,-105.358,-105.358,2023-06-13 08:22:13,19391674,200,0.0,0.0
46,EZDS,60046,,Lager an Lager,500.0,500.0,2023-06-13 08:22:23,19391688,300,0.0,0.0
47,EZDS,67452,,Lager an Lager,400.0,400.0,2023-06-13 08:30:08,19391844,300,0.0,0.0
48,EZSI,60227,5.0,Abgang,-278.178,-278.178,2023-06-13 08:31:10,19391850,200,0.0,0.0
49,EZMV,60049,5.0,Abgang reserviert,-1.818,-1.818,2023-06-13 08:41:18,19391995,202,0.0,0.0
50,EZSI,60075,,Lager an Lager,-984.0,-984.0,2023-06-13 08:46:52,19392119,300,0.0,0.0
51,EZDS,10758,5.0,Abgang,-8.276,-8.276,2023-06-13 08:47:19,19392130,200,0.0,0.0
52,EZDS,48545,5.0,Abgang,-72.15,-72.15,2023-06-13 08:47:31,19392135,200,0.0,0.0
53,EZDS,66625,5.0,Abgang,-145.853,-145.853,2023-06-13 08:48:10,19392143,200,0.0,0.0
54,EZDS,66626,5.0,Abgang,-145.739,-145.739,2023-06-13 08:48:14,19392144,200,0.0,0.0
55,EZSI,60075,,Lager an Lager,-65.0,-65.0,2023-06-13 08:54:07,19392218,300,0.0,0.0
56,EZDS,66564,5.0,Abgang,-3.748,-3.748,2023-06-13 08:54:58,19392238,200,0.0,0.0
57,EZDS,65248,5.0,Abgang,-64.544,-64.544,2023-06-13 08:55:28,19392251,200,0.0,0.0
58,EZDS,61957,5.0,Abgang,-300.708,-300.708,2023-06-13 08:56:05,19392257,200,0.0,0.0
59,EZDS,62161,5.0,Abgang,-148.808,-148.808,2023-06-13 08:56:05,19392258,200,0.0,0.0
60,EZDS,11176,5.0,Abgang,-268.691,-268.691,2023-06-13 08:57:06,19392271,200,0.0,0.0
61,EZSI,59595,3.0,Zugang,25160.0,25160.0,2023-06-13 08:59:33,19392330,100,0.0,0.0
62,EZSI,59595,,Mengenauflösung reserv./geplant,-25140.0,-25140.0,2023-06-13 08:59:33,19392330,408,0.0,0.0
63,EZDS,60046,5.0,Abgang,-72.013,-72.013,2023-06-13 09:01:41,19392376,200,0.0,0.0
64,EZDS,67451,5.0,Abgang,-58.956,-58.956,2023-06-13 09:01:51,19392382,200,0.0,0.0
65,EZDS,66564,5.0,Abgang,-4.411,-4.411,2023-06-13 09:03:25,19392416,200,0.0,0.0
66,EZDS,60049,5.0,Abgang,-4.948,-4.948,2023-06-13 09:08:48,19392546,200,0.0,0.0
67,EZSI,59595,5.0,Abgang,-1480.454,-1480.454,2023-06-13 09:14:01,19392650,200,0.0,0.0
68,EZSI,59595,5.0,Abgang,-2295.154,-2295.154,2023-06-13 09:14:01,19392650,200,0.0,0.0
69,EZDS,60046,5.0,Abgang,-279.959,-279.959,2023-06-13 09:14:46,19392654,200,0.0,0.0
70,EZSI,60075,,Lager an Lager,-394.0,-394.0,2023-06-13 09:15:25,19392665,300,0.0,0.0
71,EZMV,39912,,Zugang,575.0,23.0,2023-06-13 09:16:26,19392672,100,0.0,0.0
72,EZMV,39912,,Lager an Lager,-575.0,-23.0,2023-06-13 09:16:28,19392673,300,0.0,0.0
73,EZMV,39912,,Lager an Lager,575.0,23.0,2023-06-13 09:16:28,19392673,300,0.0,0.0
74,EZDS,61957,,Lager an Lager,950.0,950.0,2023-06-13 09:17:56,19392690,300,0.0,0.0
75,EZSI,60227,,Lager an Lager,-500.0,-500.0,2023-06-13 09:20:09,19392743,300,0.0,0.0
76,EZDS,62161,3.0,Lager an Lager,600.0,600.0,2023-06-13 09:28:33,19392829,300,0.0,0.0
77,EZDS,10758,5.0,Abgang,-8.465,-8.465,2023-06-13 09:43:45,19392927,200,0.0,0.0
78,EZDS,48545,5.0,Abgang,-72.706,-72.706,2023-06-13 09:43:59,19392928,200,0.0,0.0
79,EZMV,60049,5.0,Lager an Lager,6.579,6.579,2023-06-13 09:44:12,19392929,300,0.0,0.0
80,EZMV,60049,5.0,Lager an Lager,-6.579,-6.579,2023-06-13 09:44:12,19392929,300,0.0,0.0
81,EZMV,60049,5.0,Mengenauflösung reserv./geplant,1.818,1.818,2023-06-13 09:44:12,19392929,408,0.0,0.0
82,EZDS,66625,5.0,Abgang,-145.678,-145.678,2023-06-13 09:44:36,19392935,200,0.0,0.0
83,EZDS,66626,5.0,Abgang,-145.775,-145.775,2023-06-13 09:44:38,19392936,200,0.0,0.0
84,EZMV,60049,5.0,Abgang,-1.8,-1.8,2023-06-13 09:52:09,19393035,200,0.0,0.0
85,EZMV,60049,5.0,Zugang,1.8,1.8,2023-06-13 09:52:09,19393036,100,0.0,0.0
86,EZMV,60049,5.0,Lager an Lager,-4.779,-4.779,2023-06-13 09:54:50,19393052,300,0.0,0.0
87,EZMV,60049,5.0,Lager an Lager,4.779,4.779,2023-06-13 09:54:50,19393052,300,0.0,0.0
88,EZMV,60049,5.0,Lager an Lager,-1.8,-1.8,2023-06-13 09:56:25,19393060,300,0.0,0.0
89,EZMV,60049,5.0,Lager an Lager,1.8,1.8,2023-06-13 09:56:25,19393060,300,0.0,0.0
90,EZDS,66626,,Lager an Lager,800.0,800.0,2023-06-13 10:11:31,19393168,300,0.0,0.0
91,EZSI,59593,5.0,Abgang,-254.562,-254.562,2023-06-13 10:27:02,19393301,200,0.0,0.0
92,EZDS,10758,5.0,Abgang,-8.383,-8.383,2023-06-13 10:31:01,19393352,200,0.0,0.0
93,EZDS,48545,5.0,Abgang,-73.207,-73.207,2023-06-13 10:31:19,19393353,200,0.0,0.0
94,EZMV,39912,,Abgang,-525.0,-525.0,2023-06-13 10:31:20,19393354,200,0.0,0.0
95,EZMV,39912,,automatische Gebindeauflösung,525.0,525.0,2023-06-13 10:31:20,19393354,900,0.0,0.0
96,EZMV,39912,,automatische Gebindeauflösung,-525.0,-21.0,2023-06-13 10:31:20,19393354,900,0.0,0.0
97,EZMV,39912,,Zugang Kennzeichen,0.0,0.0,2023-06-13 10:31:20,19393355,108,0.0,0.0
98,EZMV,39912,,Lager an Lager,-50.0,-2.0,2023-06-13 10:31:26,19393358,300,0.0,0.0
99,EZMV,39912,3.0,Lager an Lager,50.0,2.0,2023-06-13 10:31:26,19393358,300,0.0,0.0
100,EZMV,39912,,Lager an Lager,-50.0,-2.0,2023-06-13 10:31:29,19393360,300,0.0,0.0
101,EZMV,39912,3.0,Lager an Lager,50.0,2.0,2023-06-13 10:31:29,19393360,300,0.0,0.0
102,EZMV,39912,,Bestandskorrektur durch Leermeldung,-50.0,-2.0,2023-06-13 10:31:29,19393360,414,0.0,0.0
103,EZDS,66625,5.0,Abgang,-145.793,-145.793,2023-06-13 10:31:58,19393370,200,0.0,0.0
104,EZDS,66626,5.0,Abgang,-145.899,-145.899,2023-06-13 10:32:01,19393374,200,0.0,0.0
105,EZDS,67452,5.0,Abgang,-57.941,-57.941,2023-06-13 10:35:24,19393435,200,0.0,0.0
106,EZDS,66564,,Abgang,-373.504,-373.504,2023-06-13 10:37:15,19393459,200,0.0,0.0
107,EZDS,67451,5.0,Abgang,-210.774,-210.774,2023-06-13 10:46:11,19393555,200,0.0,0.0
108,EZSI,59593,5.0,Abgang,-1699.739,-1699.739,2023-06-13 10:48:22,19393594,200,0.0,0.0
109,EZDS,47979,5.0,Abgang,-264.738,-264.738,2023-06-13 10:51:34,19393642,200,0.0,0.0
110,EZDS,66564,,Abgang,-148.603,-148.603,2023-06-13 10:54:56,19393699,200,0.0,0.0
111,EZDS,66564,5.0,Abgang,-45.61,-45.61,2023-06-13 10:54:56,19393699,200,0.0,0.0
112,EZDS,66564,3.0,Lager an Lager,400.0,400.0,2023-06-13 10:56:19,19393714,300,0.0,0.0
113,EZSI,59597,5.0,Abgang,-1609.191,-1609.191,2023-06-13 10:57:18,19393744,200,0.0,0.0
114,EZSI,59602,5.0,Abgang,-99.887,-99.887,2023-06-13 11:00:08,19393787,200,0.0,0.0
115,EZDS,67452,,Abgang,-270.783,-270.783,2023-06-13 11:02:02,19393803,200,0.0,0.0
116,EZSI,59992,5.0,Abgang,-99.237,-99.237,2023-06-13 11:02:12,19393807,200,0.0,0.0
117,EZDS,67452,,Abgang,-43.322,-43.322,2023-06-13 11:09:48,19393929,200,0.0,0.0
118,EZSI,60075,5.0,Abgang,-533.238,-533.238,2023-06-13 11:10:52,19393961,200,0.0,0.0
119,EZDS,60046,5.0,Lager an Lager,-500.0,-25.0,2023-06-13 11:12:58,19393991,300,0.0,0.0
120,EZDS,60046,,Lager an Lager,500.0,500.0,2023-06-13 11:13:06,19393996,300,0.0,0.0
121,EZSI,60227,5.0,Abgang,-124.761,-124.761,2023-06-13 11:13:14,19394001,200,0.0,0.0
122,EZDS,67452,,Abgang,-270.838,-270.838,2023-06-13 11:15:02,19394030,200,0.0,0.0
123,EZDS,67452,,Abgang,-55.998,-55.998,2023-06-13 11:21:39,19394114,200,0.0,0.0
124,EZDS,65248,5.0,Abgang,-29.841,-29.841,2023-06-13 11:23:01,19394178,200,0.0,0.0
125,EZDS,11176,5.0,Abgang,-42.239,-42.239,2023-06-13 11:23:11,19394189,200,0.0,0.0
126,EZDS,64305,5.0,Abgang,-119.746,-119.746,2023-06-13 11:23:45,19394211,200,0.0,0.0
127,EZDS,10758,5.0,Abgang,-186.425,-186.425,2023-06-13 11:23:52,19394214,200,0.0,0.0
128,EZDS,60049,5.0,Abgang,-5.009,-5.009,2023-06-13 11:32:47,19394351,200,0.0,0.0
129,EZDS,60046,,Abgang,-279.993,-279.993,2023-06-13 11:35:11,19394385,200,0.0,0.0
130,EZSI,60075,,Lager an Lager,-394.0,-394.0,2023-06-13 11:40:16,19394446,300,0.0,0.0
131,EZDS,67452,5.0,Abgang,-19.783,-19.783,2023-06-13 11:44:29,19394487,200,0.0,0.0
132,EZDS,11176,5.0,Abgang,-43.227,-43.227,2023-06-13 11:44:33,19394491,200,0.0,0.0
133,EZSI,60227,,Lager an Lager,-501.0,-501.0,2023-06-13 11:44:53,19394497,300,0.0,0.0
134,EZSI,59595,,Lager an Lager,-228.0,-228.0,2023-06-13 11:49:15,19394560,300,0.0,0.0
135,EZMV,60046,5.0,Zugang,500.0,25.0,2023-06-13 11:52:53,19394588,100,0.0,0.0
136,EZDS,60046,,Lager an Lager,500.0,25.0,2023-06-13 11:52:55,19394590,300,0.0,0.0
137,EZMV,60046,5.0,Lager an Lager,-500.0,-25.0,2023-06-13 11:52:55,19394590,300,0.0,0.0
138,EZMV,67451,,Zugang,400.0,400.0,2023-06-13 11:58:06,19394612,100,0.0,0.0
139,EZMV,67451,,Lager an Lager,-400.0,-400.0,2023-06-13 11:58:09,19394615,300,0.0,0.0
140,EZDS,67451,,Lager an Lager,400.0,400.0,2023-06-13 11:58:09,19394615,300,0.0,0.0
141,EZDS,67452,,Lager an Lager,400.0,400.0,2023-06-13 12:04:21,19394652,300,0.0,0.0
142,EZSI,59593,5.0,Abgang,-300.445,-300.445,2023-06-13 12:05:39,19394661,200,0.0,0.0
143,EZDS,10758,5.0,Abgang,-8.354,-8.354,2023-06-13 12:11:58,19394698,200,0.0,0.0
144,EZDS,48545,5.0,Abgang,-72.385,-72.385,2023-06-13 12:12:13,19394699,200,0.0,0.0
145,EZDS,66625,5.0,Abgang,-145.741,-145.741,2023-06-13 12:12:48,19394703,200,0.0,0.0
146,EZDS,66626,5.0,Abgang,-145.713,-145.713,2023-06-13 12:12:52,19394704,200,0.0,0.0
147,EZMV,10758,5.0,Zugang,800.0,32.0,2023-06-13 12:13:31,19394720,100,0.0,0.0
148,EZMV,10758,5.0,Lager an Lager,-800.0,-32.0,2023-06-13 12:13:33,19394721,300,0.0,0.0
149,EZDS,10758,,Lager an Lager,800.0,32.0,2023-06-13 12:13:33,19394721,300,0.0,0.0
150,EZDS,67452,,Lager an Lager,400.0,400.0,2023-06-13 12:17:21,19394823,300,0.0,0.0
151,EZSI,59593,5.0,Abgang,-1661.922,-1661.922,2023-06-13 12:27:42,19394988,200,0.0,0.0
152,EZSI,60075,,Lager an Lager,-87.0,-87.0,2023-06-13 12:36:33,19395063,300,0.0,0.0
153,EZSI,59597,5.0,Abgang,-1601.151,-1601.151,2023-06-13 12:36:45,19395070,200,0.0,0.0
154,EZMV,48545,,Zugang,975.0,39.0,2023-06-13 12:38:13,19395074,100,0.0,0.0
155,EZMV,48545,,Lager an Lager,-975.0,-39.0,2023-06-13 12:38:16,19395075,300,0.0,0.0
156,EZDS,48545,,Lager an Lager,975.0,39.0,2023-06-13 12:38:16,19395075,300,0.0,0.0
157,EZMV,48545,,Zugang,975.0,39.0,2023-06-13 12:40:47,19395077,100,0.0,0.0
158,EZMV,48545,,Lager an Lager,-975.0,-39.0,2023-06-13 12:40:49,19395078,300,0.0,0.0
159,EZDS,48545,,Lager an Lager,975.0,39.0,2023-06-13 12:40:49,19395078,300,0.0,0.0
160,EZSI,59602,5.0,Abgang,-107.236,-107.236,2023-06-13 12:42:44,19395094,200,0.0,0.0
161,EZSI,59992,5.0,Abgang,-98.452,-98.452,2023-06-13 12:44:50,19395106,200,0.0,0.0
162,EZSI,60075,5.0,Abgang,-532.702,-532.702,2023-06-13 12:53:34,19395162,200,0.0,0.0
163,EZSI,60227,5.0,Abgang,-125.176,-125.176,2023-06-13 12:56:04,19395193,200,0.0,0.0
164,EZMV,60049,5.0,Lager an Lager,1.8,1.8,2023-06-13 12:56:26,19395204,300,0.0,0.0
165,EZMV,60049,5.0,Lager an Lager,-1.8,-1.8,2023-06-13 12:56:26,19395204,300,0.0,0.0
166,EZMV,60049,5.0,Lager an Lager,-1.8,-1.8,2023-06-13 12:57:11,19395212,300,0.0,0.0
167,EZDS,10758,,Abgang,-392.362,-392.362,2023-06-13 13:12:44,19395354,200,0.0,0.0
168,EZDS,66564,5.0,Abgang,-24.176,-24.176,2023-06-13 13:35:06,19395478,200,0.0,0.0
169,EZDS,60045,,Abgang,-301.037,-301.037,2023-06-13 13:37:56,19395498,200,0.0,0.0
170,EZSI,60075,5.0,Abgang,-326.566,-326.566,2023-06-13 13:38:03,19395499,200,0.0,0.0
171,EZDS,10758,,Abgang,-391.926,-391.926,2023-06-13 13:39:54,19395516,200,0.0,0.0
172,EZSI,59595,,Lager an Lager,-1078.0,-1078.0,2023-06-13 13:49:02,19395525,300,0.0,0.0
173,EZDS,10758,,Abgang,-183.582,-183.582,2023-06-13 13:56:18,19395550,200,0.0,0.0
174,EZSI,60227,5.0,Abgang,-1663.459,-1663.459,2023-06-13 13:58:30,19395569,200,0.0,0.0
175,EZDS,66564,5.0,Abgang,-9.518,-9.518,2023-06-13 14:02:49,19395627,200,0.0,0.0
176,EZMV,10758,5.0,Zugang,800.0,32.0,2023-06-13 14:04:26,19395650,100,0.0,0.0
177,EZDS,10758,,Lager an Lager,800.0,32.0,2023-06-13 14:04:28,19395651,300,0.0,0.0
178,EZMV,10758,5.0,Lager an Lager,-800.0,-32.0,2023-06-13 14:04:28,19395651,300,0.0,0.0
179,EZDS,10758,,Lager an Lager,-750.0,-30.0,2023-06-13 14:06:18,19395686,300,0.0,0.0
180,EZDS,10758,3.0,Lager an Lager,750.0,30.0,2023-06-13 14:06:38,19395715,300,0.0,0.0
181,EZDS,60045,,Abgang,-301.087,-301.087,2023-06-13 14:07:09,19395742,200,0.0,0.0
182,EZDS,10758,,Lager an Lager,-750.0,-30.0,2023-06-13 14:08:54,19395779,300,0.0,0.0
183,EZDS,60045,,Abgang,-45.616,-45.616,2023-06-13 14:08:55,19395781,200,0.0,0.0
184,EZDS,10758,3.0,Lager an Lager,750.0,30.0,2023-06-13 14:09:15,19395782,300,0.0,0.0
185,EZDS,10758,,Lager an Lager,-750.0,-30.0,2023-06-13 14:11:34,19395824,300,0.0,0.0
186,EZDS,10758,,Minusbestand durch Zugang aufgelöst,3.402,3.402,2023-06-13 14:11:42,19395828,402,0.0,0.0
187,EZDS,10758,,Lager an Lager,746.598,746.598,2023-06-13 14:11:42,19395828,300,0.0,0.0
188,EZDS,10758,,Abgang,-390.973,-390.973,2023-06-13 14:19:21,19395972,200,0.0,0.0
189,EZDS,10758,,Abgang,-95.302,-95.302,2023-06-13 14:22:04,19396000,200,0.0,0.0
190,EZDS,65248,5.0,Abgang,-29.929,-29.929,2023-06-13 14:23:35,19396020,200,0.0,0.0
191,EZDS,11176,5.0,Abgang,-42.679,-42.679,2023-06-13 14:23:42,19396027,200,0.0,0.0
192,EZDS,64305,5.0,Abgang,-120.096,-120.096,2023-06-13 14:24:14,19396042,200,0.0,0.0
193,EZDS,10758,5.0,Abgang,-184.881,-184.881,2023-06-13 14:25:18,19396055,200,0.0,0.0
194,EZDS,61957,5.0,Abgang,-484.456,-484.456,2023-06-13 14:32:38,19396174,200,0.0,0.0
195,EZDS,56420,,Abgang,-353.703,-353.703,2023-06-13 14:33:28,19396190,200,0.0,0.0
196,EZMV,60045,,Zugang,500.0,25.0,2023-06-13 14:33:47,19396200,100,0.0,0.0
197,EZDS,60045,,Lager an Lager,500.0,25.0,2023-06-13 14:33:49,19396201,300,0.0,0.0
198,EZMV,60045,,Lager an Lager,-500.0,-25.0,2023-06-13 14:33:49,19396201,300,0.0,0.0
199,EZDS,10758,5.0,Abgang,-8.559,-8.559,2023-06-13 14:39:45,19396309,200,0.0,0.0
200,EZDS,48545,5.0,Abgang,-73.115,-73.115,2023-06-13 14:40:00,19396310,200,0.0,0.0
201,EZDS,66625,5.0,Abgang,-145.759,-145.759,2023-06-13 14:40:38,19396317,200,0.0,0.0
202,EZDS,66626,5.0,Abgang,-145.853,-145.853,2023-06-13 14:40:40,19396318,200,0.0,0.0
203,EZSI,59593,5.0,Abgang,-818.895,-818.895,2023-06-13 14:42:57,19396343,200,0.0,0.0
204,EZDS,56420,,Abgang,-195.295,-195.295,2023-06-13 14:44:42,19396362,200,0.0,0.0
205,EZDS,56420,5.0,Lager an Lager,-400.0,-16.0,2023-06-13 14:53:21,19396516,300,0.0,0.0
206,EZDS,56420,,Abgang,-348.351,-348.351,2023-06-13 14:53:31,19396517,200,0.0,0.0
207,EZMV,64305,,Zugang,600.0,24.0,2023-06-13 14:55:38,19396549,100,0.0,0.0
208,EZDS,64305,,Lager an Lager,600.0,24.0,2023-06-13 14:55:40,19396550,300,0.0,0.0
209,EZMV,64305,,Lager an Lager,-600.0,-24.0,2023-06-13 14:55:40,19396550,300,0.0,0.0
210,EZDS,60049,5.0,Abgang,-5.041,-5.041,2023-06-13 14:56:33,19396573,200,0.0,0.0
211,EZDS,60046,5.0,Abgang,-279.986,-279.986,2023-06-13 14:58:56,19396601,200,0.0,0.0
212,EZMV,10758,5.0,Zugang,800.0,32.0,2023-06-13 14:59:17,19396609,100,0.0,0.0
213,EZMV,10758,5.0,Lager an Lager,-800.0,-32.0,2023-06-13 14:59:20,19396611,300,0.0,0.0
214,EZDS,10758,,Lager an Lager,800.0,32.0,2023-06-13 14:59:20,19396611,300,0.0,0.0
215,EZSI,60075,,Lager an Lager,-394.0,-394.0,2023-06-13 15:03:01,19396663,300,0.0,0.0
216,EZMV,56420,,Zugang,400.0,16.0,2023-06-13 15:03:08,19396668,100,0.0,0.0
217,EZDS,56420,,Lager an Lager,400.0,16.0,2023-06-13 15:03:10,19396670,300,0.0,0.0
218,EZMV,56420,,Lager an Lager,-400.0,-16.0,2023-06-13 15:03:10,19396670,300,0.0,0.0
219,EZSI,60227,,Lager an Lager,-500.0,-500.0,2023-06-13 15:07:15,19396705,300,0.0,0.0
220,EZDS,56420,,Abgang,-346.83,-346.83,2023-06-13 15:13:14,19396823,200,0.0,0.0
221,EZMV,56420,,Zugang,400.0,16.0,2023-06-13 15:13:34,19396828,100,0.0,0.0
222,EZDS,56420,,Lager an Lager,400.0,16.0,2023-06-13 15:13:36,19396831,300,0.0,0.0
223,EZMV,56420,,Lager an Lager,-400.0,-16.0,2023-06-13 15:13:36,19396831,300,0.0,0.0
224,EZSI,59593,5.0,Abgang,-2252.81,-2252.81,2023-06-13 15:13:42,19396835,200,0.0,0.0
225,EZSI,59595,5.0,Abgang,-24.227,-24.227,2023-06-13 15:18:49,19396890,200,0.0,0.0
226,EZDS,56420,,Abgang,-190.011,-190.011,2023-06-13 15:20:07,19396904,200,0.0,0.0
227,EZSI,59602,5.0,Abgang,-729.389,-729.389,2023-06-13 15:26:31,19396970,200,0.0,0.0
228,EZDS,64305,5.0,Abgang,-204.351,-204.351,2023-06-13 15:33:39,19397064,200,0.0,0.0
229,EZDS,60045,,Abgang,-301.071,-301.071,2023-06-13 15:35:08,19397086,200,0.0,0.0
230,EZSI,59992,5.0,Abgang,-2581.8,-2581.8,2023-06-13 15:42:09,19397160,200,0.0,0.0
231,EZSI,60075,5.0,Abgang,-174.029,-174.029,2023-06-13 15:48:33,19397219,200,0.0,0.0
232,EZDS,56420,,Abgang,-350.345,-350.345,2023-06-13 15:54:34,19397284,200,0.0,0.0
233,EZMV,64305,,Zugang,600.0,24.0,2023-06-13 15:56:18,19397297,100,0.0,0.0
234,EZMV,64305,,Lager an Lager,-600.0,-24.0,2023-06-13 15:56:21,19397298,300,0.0,0.0
235,EZMV,64305,,Lager an Lager,600.0,24.0,2023-06-13 15:56:21,19397298,300,0.0,0.0
236,EZMV,64305,,Zugang,12.861,12.861,2023-06-13 15:58:24,19397304,100,0.0,0.0
237,EZMV,64305,,Zugang,12.136,12.136,2023-06-13 15:59:14,19397309,100,0.0,0.0
238,EZMV,64305,,Abgang,-25.0,-1.0,2023-06-13 15:59:20,19397310,200,0.0,0.0
239,EZMV,64305,,Zugang Kennzeichen,0.0,0.0,2023-06-13 15:59:33,19397312,108,0.0,0.0
240,EZMV,64305,,Lager an Lager,575.0,23.0,2023-06-13 15:59:40,19397313,300,0.0,0.0
241,EZMV,64305,,Lager an Lager,-575.0,-23.0,2023-06-13 15:59:40,19397313,300,0.0,0.0
242,EZMV,64305,,Bestandskorrektur durch Leermeldung,-575.0,-23.0,2023-06-13 15:59:42,19397315,414,0.0,0.0
243,EZMV,64305,,Lager an Lager,-575.0,-23.0,2023-06-13 15:59:42,19397315,300,0.0,0.0
244,EZMV,64305,1,Inventory Adjustment,-0.003,-0.003,2023-06-13 16:00:04,19397316,V,0.0,
245,EZMV,64305,,Lager an Lager,-12.861,-12.861,2023-06-13 16:01:17,19397329,300,0.0,0.0
246,EZMV,64305,,Lager an Lager,12.861,12.861,2023-06-13 16:01:17,19397329,300,0.0,0.0
247,EZMV,64305,,Abgang reserviert,-1.188,-1.188,2023-06-13 16:01:35,19397334,202,0.0,0.0
248,EZMV,64305,,Abgang reserviert,-1.236,-1.236,2023-06-13 16:01:35,19397335,202,0.0,0.0
